"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"8233",6785,7,"WEIGHT HEIGHT ADIPOSITY NECK ABDOMEN KNEE FOREARM",0.723230762920597,0.715090491241791,0.701354734304417,18.3058323920297,1390.89024305187,692.623732094126,1422.43822687526,16.5966908193411,16.5774141159935,0.295375572345245,0.0677438431930362
"8557",6786,7,"WEIGHT HEIGHT CHEST ABDOMEN KNEE BICEPS WRIST",0.723226616500848,0.71508622286852,0.695523132930441,18.309552387135,1390.89392847453,692.627179490462,1422.44191229792,16.59693946275,16.5776624706083,0.295379997515902,0.0677448580977715
"8856",6787,7,"WEIGHT ADIPOSITY ABDOMEN HIP THIGH ANKLE WRIST",0.723223929760314,0.715083457106205,0.696313832516219,18.3119628188426,1390.89631647497,692.629413261194,1422.44430029836,16.5971005753159,16.5778233960454,0.295382864877648,0.067745515721904
"6844",6788,7,"AGE WEIGHT ADIPOSITY NECK ABDOMEN THIGH WRIST",0.72321867655671,0.715078049396613,0.698736491972438,18.316675774326,1390.90098550514,692.633780743929,1422.44896932854,16.5974155879125,16.5781380427616,0.295388471237797,0.0677468015302726
"8286",6789,7,"WEIGHT HEIGHT ADIPOSITY CHEST ABDOMEN THIGH WRIST",0.723212404783007,0.715071593158978,0.694938209359963,18.3223025484804,1390.90655972103,692.638994956969,1422.45454354442,16.5977916798876,16.5785136979139,0.295395164643346,0.0677483366505004
"8224",6790,7,"WEIGHT HEIGHT ADIPOSITY NECK ABDOMEN HIP FOREARM",0.723205475401475,0.715064459972107,0.70132357136472,18.3285193009901,1390.91271825758,692.644755760281,1422.46070208097,16.5982072058473,16.5789287412491,0.295402559865653,0.0677500327311085
"6634",6791,7,"AGE WEIGHT HEIGHT NECK ABDOMEN THIGH WRIST",0.723196153024311,0.715054863407379,0.698189452709551,18.3368829495153,1390.92100334258,692.65250578622,1422.46898716597,16.5987662297227,16.5794871158301,0.295412508957248,0.0677523145369314
"8601",6792,7,"WEIGHT HEIGHT ABDOMEN HIP THIGH KNEE WRIST",0.723189518442357,0.715048033690661,0.699898086161977,18.3428352201225,1390.92689953087,692.658021201048,1422.47488335426,16.5991640777877,16.579884501803,0.295419589561519,0.0677539384604726
"8809",6793,7,"WEIGHT ADIPOSITY CHEST ABDOMEN KNEE BICEPS WRIST",0.723185486275275,0.71504388293043,0.695990551156313,18.3464527124932,1390.93048287017,692.661373133099,1422.47846669356,16.5994058699431,16.580126013122,0.295423892798656,0.0677549253999801
"8197",6794,7,"WEIGHT HEIGHT ADIPOSITY NECK CHEST ABDOMEN FOREARM",0.723184689715756,0.71504306294269,0.698911346271766,18.3471673525175,1390.93119075704,692.662035305883,1422.47917458043,16.5994536362779,16.5801737239772,0.295424742908395,0.0677551203710819
"8803",6795,7,"WEIGHT ADIPOSITY CHEST ABDOMEN THIGH BICEPS WRIST",0.723168761976455,0.715026666740469,0.695121246558509,18.3614570568467,1390.94534499996,692.675275513556,1422.49332882335,16.6004087560283,16.5811277343763,0.295441741420086,0.0677590189484131
"9341",6796,7,"HEIGHT ADIPOSITY ABDOMEN THIGH BICEPS FOREARM WRIST",0.72316628300122,0.715024114854198,0.699148851338367,18.3636810901809,1390.947547877,692.677336139476,1422.49553170039,16.6005574097803,16.5812762154701,0.295444387049118,0.0677596257185562
"6554",6797,7,"AGE WEIGHT HEIGHT ADIPOSITY ABDOMEN KNEE WRIST",0.723137774973119,0.714994768354681,0.697386040131512,18.3892573056675,1390.97287937896,692.701031924805,1422.52086320235,16.6022669167083,16.5829837368423,0.29547481158331,0.0677666035294062
"8354",6798,7,"WEIGHT HEIGHT ADIPOSITY ABDOMEN THIGH BICEPS FOREARM",0.723129797111402,0.714986555849973,0.701627316783275,18.3964147109311,1390.97996783498,692.707662684713,1422.52795165837,16.6027453156291,16.5834615801128,0.295483325771865,0.0677685562428611
"8058",6799,7,"AGE NECK ABDOMEN HIP THIGH ANKLE WRIST",0.723063403089069,0.714918209062277,0.698070976514649,18.4559806625345,1391.03895204961,692.762838719403,1422.586935873,16.6067266867978,16.5874383270037,0.295554183257884,0.0677848072767019
"8560",6800,7,"WEIGHT HEIGHT CHEST ABDOMEN ANKLE BICEPS WRIST",0.723060493540805,0.714915213939064,0.692113622846675,18.458590988058,1391.04153655856,692.76525638121,1422.58952038195,16.6069011602093,16.5876125977679,0.295557288406031,0.0677855194367073
"8055",6801,7,"AGE NECK ABDOMEN HIP THIGH KNEE WRIST",0.723040598753605,0.714894734011064,0.700836787966982,18.4764397625391,1391.05920807799,692.781787122575,1422.60719190138,16.6080941671907,16.5888042190971,0.295578520657917,0.0677903890145501
"9592",6802,7,"ADIPOSITY NECK CHEST ABDOMEN HIP FOREARM WRIST",0.723040441856386,0.714894572499221,0.695275713832485,18.4765805241896,1391.0593474367,692.781917485283,1422.60733126009,16.6081035756591,16.5888136166378,0.295578688102849,0.0677904274177365
"7163",6803,7,"AGE WEIGHT CHEST ABDOMEN THIGH ANKLE WRIST",0.723025211616652,0.714878894311259,0.697025917162038,18.4902444609573,1391.07287481228,692.79457164847,1422.62085863567,16.6090168692847,16.5897258494922,0.295594942224246,0.0677941552705255
"6757",6804,7,"AGE WEIGHT HEIGHT ABDOMEN THIGH ANKLE WRIST",0.722995772604013,0.714848589445307,0.69497389649568,18.5166559169968,1391.09902019652,692.819029411424,1422.64700401991,16.6107822034524,16.5914891332619,0.295626360330171,0.0678013609552216
"7372",6805,7,"AGE HEIGHT ADIPOSITY CHEST ABDOMEN FOREARM WRIST",0.722967876151587,0.714819872508986,0.692445136348415,18.5416834522586,1391.12379303782,692.842203350392,1422.67177686122,16.6124550367512,16.5931600236004,0.295656132174357,0.0678081890728214
"9345",6806,7,"HEIGHT ADIPOSITY ABDOMEN KNEE BICEPS FOREARM WRIST",0.722958579600098,0.714810302529513,0.699126917804291,18.5500239310636,1391.13204808516,692.849925622861,1422.68003190855,16.6130125119691,16.5937168513227,0.295666053704097,0.0678104645573836
"7558",6807,7,"AGE HEIGHT NECK ABDOMEN THIGH FOREARM WRIST",0.722919544503371,0.714770119341706,0.698629195843837,18.585044594081,1391.1667070085,692.882347830986,1422.71469083189,16.6153532830689,16.5960549036667,0.295707713009007,0.0678200190421942
"7234",6808,7,"AGE WEIGHT ABDOMEN THIGH KNEE ANKLE WRIST",0.722907557414028,0.714757779690911,0.697746229959178,18.5957989113917,1391.17734926109,692.892303332941,1422.72533308448,16.6160720985622,16.596772884271,0.295720505953097,0.067822953080346
"9807",6809,7,"NECK CHEST ABDOMEN HIP BICEPS FOREARM WRIST",0.722878460985954,0.714727827485541,0.699868885814021,18.6219030148267,1391.20317943337,692.916466762538,1422.75116325676,16.6178168893697,16.5985156485412,0.295751558443561,0.0678300749118099
"6632",6810,7,"AGE WEIGHT HEIGHT NECK ABDOMEN THIGH BICEPS",0.722840340101135,0.714688585398227,0.70012755271285,18.6561034849966,1391.23701690684,692.948121005918,1422.78500073023,16.6201028390143,16.6007989431038,0.29579224207694,0.0678394056281527
"8812",6811,7,"WEIGHT ADIPOSITY CHEST ABDOMEN ANKLE BICEPS WRIST",0.722837719493963,0.714685887714374,0.692628490390069,18.6584545846058,1391.23934288139,692.950296914409,1422.78732670478,16.6202599858397,16.6009559074066,0.295795038859384,0.0678400470650522
"6489",6812,7,"AGE WEIGHT HEIGHT ADIPOSITY NECK ABDOMEN FOREARM",0.722834065300347,0.714682126044475,0.700902332284258,18.6617329749251,1391.24258620044,692.953330984404,1422.79057002383,16.620479112511,16.6011747795669,0.295798938713075,0.0678409414893095
